INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,HOME_VAL,TRAVTIME,BLUEBOOK,TIF,OLDCLAIM,CLM_FREQ,MVR_PTS,CAR_AGE,PARENT1_Yes,MSTATUS_z_No,SEX_z_F,EDUCATION_Bachelors,EDUCATION_Masters,EDUCATION_PhD,EDUCATION_z_High School,JOB_Doctor,JOB_Home Maker,JOB_Lawyer,JOB_Manager,JOB_Professional,JOB_Student,JOB_z_Blue Collar,CAR_USE_Private,CAR_TYPE_Panel Truck,CAR_TYPE_Pickup,CAR_TYPE_Sports Car,CAR_TYPE_Van,CAR_TYPE_z_SUV,RED_CAR_yes,REVOKED_Yes,URBANICITY_z_Highly Rural/ Rural
4447,0,0.0,1,42.0,3,14.0,68330.0,254660.0,22,12990.0,1,0.0,0,1,10.0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4448,0,0.0,0,51.0,0,8.0,185019.0,454107.0,62,40180.0,1,0.0,0,0,15.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4450,1,19013.398033,0,41.0,0,7.0,78866.0,0.0,22,18270.0,6,6856.0,1,2,6.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
4451,0,0.0,1,41.0,1,14.0,57073.0,230870.0,38,18180.0,13,0.0,0,2,1.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4452,0,0.0,0,62.0,0,12.0,69331.0,276064.0,43,26360.0,17,5837.0,3,0,19.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
4453,1,3918.0,0,60.0,0,13.0,128275.0,0.0,33,14330.0,10,3977.0,3,4,13.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4454,0,0.0,0,48.0,0,13.0,132114.0,360740.0,62,14710.0,1,0.0,0,0,16.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
4455,0,0.0,0,59.0,0,12.0,12359.0,122315.0,24,13640.0,1,0.0,0,1,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4457,0,0.0,0,48.0,0,10.0,84647.0,235879.0,21,14760.0,1,30076.0,1,0,15.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
4458,0,0.0,0,33.0,2,9.0,120322.0,0.0,19,16830.0,4,26318.0,1,0,12.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
4459,0,0.0,0,55.0,0,13.0,59543.0,210698.0,32,12950.0,1,677.0,2,4,5.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4460,0,0.0,0,55.0,0,16.0,18244.0,0.0,33,11030.0,1,0.0,0,2,11.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1
4461,1,1212.0,0,43.0,2,,69476.0,0.0,44,12750.0,7,2516.0,1,0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
4462,0,0.0,0,50.0,0,12.0,43892.0,197955.0,30,27980.0,3,0.0,0,2,8.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
4464,1,5184.0,0,48.0,0,11.0,56814.0,230221.0,55,10930.0,7,0.0,0,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4465,0,0.0,0,32.0,3,13.0,35119.0,173478.0,25,13270.0,1,34233.0,2,4,7.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
4466,0,0.0,0,49.0,0,,143719.0,0.0,35,20770.0,1,0.0,0,0,25.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4470,0,0.0,0,57.0,0,14.0,134837.0,413916.0,45,27640.0,1,0.0,0,0,14.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4471,0,0.0,0,58.0,0,12.0,30360.0,171625.0,12,12000.0,6,6060.0,1,4,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4474,0,0.0,0,45.0,0,11.0,55573.0,,22,11560.0,1,0.0,0,4,9.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4475,0,0.0,0,39.0,0,11.0,80021.0,264048.0,41,19530.0,10,3047.0,2,1,13.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
4477,1,3587.0,0,52.0,0,,52626.0,0.0,36,10300.0,4,5236.0,2,6,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
4478,1,6651.0,0,35.0,0,11.0,116870.0,309742.0,38,11940.0,12,0.0,0,3,4.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4479,0,0.0,0,46.0,0,0.0,0.0,114513.0,31,22920.0,3,0.0,0,0,13.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4480,0,0.0,0,40.0,0,10.0,52856.0,174800.0,36,10790.0,1,0.0,0,0,13.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
4481,0,0.0,0,40.0,1,,83891.0,222080.0,64,27000.0,4,0.0,0,0,12.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
4482,0,0.0,0,55.0,0,14.0,253058.0,545672.0,30,26810.0,7,0.0,0,0,14.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4483,0,0.0,0,41.0,0,11.0,97614.0,273987.0,19,31930.0,4,0.0,0,1,21.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
4484,0,0.0,0,33.0,1,0.0,0.0,120175.0,40,9030.0,1,0.0,0,0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4485,1,3968.0,2,57.0,3,15.0,106465.0,329334.0,37,11760.0,3,11528.0,4,7,16.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4486,0,0.0,0,41.0,0,10.0,55714.0,190206.0,75,11690.0,10,0.0,0,0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
4487,0,0.0,0,39.0,0,11.0,140275.0,385708.0,9,23170.0,1,0.0,0,0,11.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
4488,0,0.0,0,50.0,0,12.0,45215.0,0.0,41,8240.0,10,0.0,0,0,13.0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
4489,1,8927.0,0,43.0,2,0.0,0.0,0.0,15,5800.0,1,5767.0,1,9,6.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
4490,0,0.0,0,37.0,0,11.0,29058.0,0.0,30,8110.0,6,0.0,0,3,1.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4491,0,0.0,0,54.0,0,13.0,,0.0,41,10390.0,3,0.0,0,0,7.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4492,0,0.0,0,50.0,0,0.0,0.0,103572.0,51,1500.0,6,0.0,0,1,17.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4493,0,0.0,0,54.0,0,,52383.0,197029.0,64,7730.0,6,0.0,0,1,6.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
4494,0,0.0,0,60.0,0,15.0,35390.0,140705.0,21,17140.0,6,8410.0,1,0,8.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
4495,0,0.0,0,47.0,0,11.0,243751.0,0.0,18,33840.0,1,0.0,0,1,17.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4496,0,0.0,0,29.0,4,14.0,33572.0,0.0,56,7760.0,4,5293.0,1,6,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
4497,1,4579.0,2,44.0,3,13.0,18154.0,108984.0,77,6420.0,1,8183.0,2,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4498,0,0.0,0,61.0,0,13.0,103293.0,284550.0,37,42520.0,7,0.0,0,0,14.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4499,0,0.0,0,51.0,0,,152156.0,396292.0,22,19780.0,6,0.0,0,0,10.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
4501,1,2091.0,0,38.0,0,13.0,15252.0,146062.0,31,3030.0,1,0.0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4502,0,0.0,0,49.0,0,17.0,34127.0,181309.0,33,4910.0,4,7244.0,1,3,7.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4503,0,0.0,0,32.0,0,6.0,11898.0,118273.0,39,10700.0,3,0.0,0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
4504,0,0.0,0,51.0,1,0.0,0.0,0.0,52,11800.0,7,0.0,0,0,11.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
4505,1,5613.0,0,48.0,0,11.0,49035.0,168921.0,20,11210.0,1,7759.0,2,1,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4506,0,0.0,0,38.0,0,9.0,178356.0,0.0,21,23140.0,1,0.0,0,0,19.0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4507,1,196.14681854,3,38.0,3,17.0,3151.0,107534.0,39,14990.0,4,3826.0,2,3,1.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4508,0,0.0,0,42.0,0,11.0,59598.0,0.0,49,14190.0,1,0.0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4510,0,0.0,2,44.0,2,,61616.0,236422.0,26,16540.0,1,0.0,0,1,7.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
4511,0,0.0,0,48.0,0,12.0,46839.0,0.0,14,13790.0,1,19596.0,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4512,0,0.0,0,59.0,0,14.0,23892.0,0.0,27,23830.0,6,3600.0,2,2,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4514,0,0.0,0,52.0,0,0.0,0.0,,64,6700.0,1,0.0,0,1,9.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4515,1,6357.0,1,45.0,1,13.0,34675.0,165566.0,37,7660.0,4,0.0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4516,0,0.0,0,33.0,0,12.0,40071.0,,23,8810.0,1,0.0,0,0,10.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4517,1,8349.0,1,38.0,3,15.0,,0.0,61,19550.0,16,6436.0,1,3,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
4518,0,0.0,0,33.0,1,11.0,18196.0,0.0,26,8510.0,1,0.0,0,0,8.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4519,0,0.0,0,48.0,0,8.0,78254.0,233959.0,37,14130.0,6,0.0,0,0,1.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4520,0,0.0,0,53.0,0,9.0,96093.0,282737.0,25,6800.0,1,0.0,0,0,14.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4522,0,0.0,0,46.0,0,5.0,75983.0,252802.0,21,14610.0,1,0.0,0,0,14.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4523,0,0.0,0,40.0,0,9.0,64032.0,0.0,25,7900.0,6,0.0,0,0,,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
4524,0,0.0,0,35.0,0,,,345792.0,20,17470.0,4,0.0,0,3,13.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4525,1,3231.0,0,59.0,0,17.0,320127.0,750455.0,19,57970.0,1,6375.0,2,5,12.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4526,1,3428.4849891000003,0,30.0,3,15.0,9361.0,0.0,38,2440.0,6,31992.0,1,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
4528,0,0.0,0,62.0,0,15.0,189238.0,,43,43960.0,6,0.0,0,2,21.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4529,1,108.74149863,0,47.0,0,0.0,0.0,0.0,59,6200.0,6,4754.0,2,8,1.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
4531,0,0.0,0,52.0,0,14.0,52829.0,192969.0,41,14720.0,17,0.0,0,1,13.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4534,1,4078.0,0,31.0,1,11.0,58391.0,187063.0,34,10440.0,10,2018.0,3,0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4537,1,4308.0,0,30.0,1,10.0,32809.0,141859.0,24,8260.0,10,0.0,0,2,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4538,1,95.56731716600001,0,40.0,0,,,206959.0,45,1500.0,4,2154.0,3,5,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4539,0,0.0,0,43.0,0,8.0,33403.0,177486.0,6,8550.0,10,0.0,0,0,7.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4540,0,0.0,0,50.0,0,11.0,96762.0,274013.0,16,16180.0,10,0.0,0,1,16.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
4541,0,0.0,0,64.0,0,10.0,15878.0,130367.0,20,16180.0,7,0.0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4543,0,0.0,0,47.0,0,13.0,28966.0,127520.0,54,6400.0,1,0.0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
4544,0,0.0,0,45.0,0,12.0,107327.0,316035.0,38,24320.0,1,0.0,0,3,9.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
4545,1,1222.0,0,43.0,2,12.0,636.0,0.0,34,8450.0,1,2210.0,2,0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
4546,1,6767.0,0,62.0,1,0.0,0.0,114515.0,39,11060.0,9,0.0,0,1,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
4547,0,0.0,0,42.0,2,12.0,67644.0,233085.0,25,12460.0,3,0.0,0,5,8.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4548,1,2467.0,4,45.0,5,0.0,0.0,0.0,38,12000.0,10,0.0,0,3,,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
4549,0,0.0,0,50.0,0,14.0,100094.0,274673.0,15,44110.0,6,21533.0,3,3,13.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
4550,0,0.0,0,36.0,0,10.0,52720.0,0.0,41,9460.0,4,0.0,0,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
4552,0,0.0,0,54.0,0,6.0,52182.0,177163.0,38,28890.0,4,0.0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
4553,1,2493.0,0,28.0,4,0.0,0.0,0.0,30,4300.0,1,6905.0,1,0,13.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4556,0,0.0,0,51.0,0,,26416.0,116607.0,48,35610.0,1,0.0,0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4557,0,0.0,0,55.0,0,9.0,244905.0,602718.0,19,31490.0,1,5353.0,1,0,10.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4558,0,0.0,3,43.0,3,6.0,35313.0,135863.0,5,7940.0,4,0.0,0,2,6.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
4559,0,0.0,0,50.0,0,10.0,,178643.0,13,9370.0,6,0.0,0,2,8.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4560,1,698.0,0,50.0,0,0.0,0.0,0.0,57,7350.0,4,17009.0,3,4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4561,0,0.0,0,36.0,0,11.0,84674.0,,39,6100.0,6,0.0,0,0,11.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
4562,0,0.0,0,50.0,0,12.0,77559.0,249758.0,5,17070.0,1,0.0,0,3,,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4563,1,4487.0,0,27.0,3,,104575.0,0.0,42,25660.0,4,0.0,0,2,12.0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
4565,0,0.0,0,52.0,0,15.0,74468.0,,20,8950.0,7,0.0,0,0,16.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4566,0,0.0,0,60.0,0,15.0,40092.0,188729.0,9,11510.0,4,6196.0,2,0,10.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4567,0,0.0,0,51.0,0,13.0,188187.0,0.0,51,41620.0,10,0.0,0,1,20.0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4568,0,0.0,0,43.0,0,11.0,45289.0,0.0,53,38750.0,7,0.0,0,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
4569,1,3674.0,1,43.0,2,10.0,112450.0,337743.0,12,17290.0,1,0.0,0,3,18.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
4570,0,0.0,0,27.0,0,13.0,98136.0,247369.0,32,16440.0,11,0.0,0,0,13.0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4571,0,0.0,0,48.0,0,14.0,113886.0,0.0,16,29730.0,7,7196.0,3,0,15.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4574,0,0.0,0,53.0,0,6.0,32073.0,145645.0,25,10010.0,6,0.0,0,0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
4575,0,0.0,0,35.0,0,11.0,51912.0,162562.0,14,30420.0,10,0.0,0,0,9.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1
4576,0,0.0,0,37.0,0,,29002.0,142734.0,18,9140.0,17,0.0,0,2,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
4578,1,1325.0,0,35.0,0,,149937.0,404842.0,36,19990.0,4,0.0,0,0,7.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4580,0,0.0,0,48.0,0,16.0,203751.0,504144.0,25,21640.0,1,2175.0,2,4,13.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4581,0,0.0,0,52.0,0,10.0,74203.0,0.0,31,20580.0,4,0.0,0,0,11.0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4582,0,0.0,0,38.0,0,9.0,47604.0,212673.0,31,15610.0,11,0.0,0,0,12.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4585,0,0.0,0,36.0,0,9.0,111961.0,0.0,33,16300.0,1,0.0,0,2,12.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4586,0,0.0,0,45.0,0,7.0,73240.0,217583.0,31,5700.0,7,0.0,0,1,16.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4587,0,0.0,0,28.0,2,,29802.0,149126.0,44,4480.0,11,0.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4588,0,0.0,0,45.0,3,8.0,107202.0,268710.0,25,22410.0,1,32164.0,2,3,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
4589,0,0.0,0,56.0,0,9.0,140205.0,378490.0,22,15520.0,1,0.0,0,4,15.0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
4590,1,8609.0,0,43.0,2,13.0,55274.0,220590.0,24,17740.0,3,4500.0,2,8,9.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4591,0,0.0,0,52.0,0,11.0,74620.0,227542.0,17,10660.0,6,5029.0,3,2,18.0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
4592,1,5200.0,0,32.0,2,0.0,0.0,0.0,29,11990.0,1,6867.0,3,3,10.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4593,0,0.0,0,51.0,0,0.0,0.0,0.0,37,6600.0,7,0.0,0,3,1.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
4594,0,0.0,0,50.0,0,13.0,74366.0,264375.0,35,13940.0,4,4563.0,2,1,11.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4595,0,0.0,0,59.0,0,14.0,264817.0,0.0,37,33880.0,6,0.0,0,1,11.0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4597,1,2118.0,0,61.0,0,13.0,28350.0,173790.0,23,21180.0,9,9637.0,2,2,18.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
4598,1,5722.0,0,29.0,0,8.0,5292.0,0.0,30,2670.0,1,0.0,0,0,8.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
4600,1,2419.0,0,42.0,1,11.0,61415.0,250198.0,18,21300.0,7,0.0,0,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4601,1,3909.0,0,48.0,0,,,0.0,41,22280.0,6,0.0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
4602,0,0.0,0,36.0,0,9.0,102382.0,0.0,10,19230.0,7,0.0,0,0,12.0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4603,0,0.0,0,44.0,1,16.0,60398.0,216070.0,18,1500.0,4,3751.0,2,5,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4604,0,0.0,0,46.0,0,11.0,146882.0,0.0,34,21830.0,3,8170.0,2,3,10.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
4605,0,0.0,0,54.0,0,10.0,114434.0,349801.0,38,18340.0,7,0.0,0,2,19.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
4606,1,2703.0,1,40.0,3,13.0,72551.0,0.0,22,12760.0,3,4895.0,2,2,8.0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4608,0,0.0,1,57.0,2,0.0,,0.0,32,7200.0,8,0.0,0,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
4611,0,0.0,0,41.0,2,14.0,,132681.0,30,21650.0,1,8756.0,1,5,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4612,0,0.0,0,39.0,0,12.0,75121.0,217852.0,11,31540.0,4,0.0,0,2,,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4613,0,0.0,0,33.0,4,14.0,39156.0,0.0,40,19690.0,1,0.0,0,0,1.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
4614,0,0.0,0,48.0,0,10.0,48837.0,198193.0,42,6640.0,7,0.0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4615,0,0.0,0,49.0,0,15.0,94464.0,313932.0,47,22300.0,1,7016.0,3,0,15.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4618,0,0.0,1,44.0,3,14.0,27508.0,,9,4250.0,1,0.0,0,1,14.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4619,0,0.0,0,33.0,4,12.0,110125.0,308850.0,12,14190.0,4,0.0,0,0,16.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
4620,0,0.0,0,57.0,2,13.0,94167.0,0.0,23,21900.0,10,0.0,0,0,20.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
4621,0,0.0,1,45.0,2,11.0,39978.0,162767.0,16,10000.0,3,0.0,0,1,12.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4622,1,3842.0,0,55.0,0,9.0,51811.0,,29,7000.0,10,1815.0,4,0,11.0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
